Actual Value/Prediction;1;2;3;4;5;10;15
1.0;23;0;0;0;0;0;0
2.0;0;1;0;0;0;0;0
3.0;0;0;1;0;0;0;0
4.0;0;0;0;2;1;0;0
6.0;0;0;0;0;1;0;0
10.0;0;0;0;0;0;1;0
14.0;0;0;0;0;0;0;1
15.0;0;0;0;0;0;0;2
