Actual Value/Prediction;1;3;4;8;13
1.0;24;0;0;0;0
3.0;0;3;0;0;0
4.0;0;0;1;0;0
5.0;0;0;1;0;0
8.0;0;0;0;1;0
12.0;0;0;0;0;2
13.0;0;0;0;0;1
