Actual Value/Prediction;1;2;3;4;7;10
1.0;24;0;0;0;0;0
2.0;0;1;0;0;0;0
3.0;0;0;3;0;0;0
4.0;0;0;0;1;0;0
7.0;0;0;0;0;1;0
10.0;0;0;0;0;0;3
